#file-version:0.1
#Dict{String,Any}(Pair{String,Any}("estimation-args", Dict{String,Any}(Pair{String,Any}("delta_ball", 0.015),Pair{String,Any}("num-per-dim", 0x0000000000000065),Pair{String,Any}("delta_t", 0.06),Pair{String,Any}("bounds", [0.0 2.0; 0.0 3.0]))),Pair{String,Any}("model-params", Dict{String,Any}(Pair{String,Any}("u+", 0.5),Pair{String,Any}("u-", -0.5))),Pair{String,Any}("model", "consum"),Pair{String,Any}("dimension", 2))
[0.34, 1.74]; 0
[0.36, 1.74]; 0
[0.38, 1.74]; 0
[0.4, 1.74]; 0
[0.42, 1.74]; 0
[0.44, 1.74]; 0
[0.46, 1.74]; 0
[0.48, 1.74]; 0
[0.5, 1.74]; 0
[0.52, 1.74]; 0
[0.54, 1.74]; 0
[0.56, 1.74]; 0
[0.58, 1.74]; 0
[0.6, 1.74]; 0
[0.62, 1.74]; 0
[0.64, 1.74]; 0
[0.66, 1.74]; 0
[0.68, 1.74]; 0
[0.7, 1.74]; 0
[0.72, 1.74]; 0
[0.74, 1.74]; 0
[0.76, 1.74]; 0
[0.78, 1.74]; 0
[0.8, 1.74]; 0
[0.82, 1.74]; 0
[0.84, 1.74]; 0
[0.86, 1.74]; 0
[0.88, 1.74]; 0
[0.9, 1.74]; 0
[0.92, 1.74]; 0
[0.94, 1.74]; 0
[0.96, 1.74]; 0
[0.98, 1.74]; 0
[1.0, 1.74]; 0
[1.02, 1.74]; 0
[1.04, 1.74]; 0
[1.06, 1.74]; 0
[1.08, 1.74]; 1
[1.1, 1.74]; 1
[1.12, 1.74]; 1
[1.14, 1.74]; 1
[1.16, 1.74]; 1
[1.18, 1.74]; 1
[1.2, 1.74]; 1
[1.22, 1.74]; 1
[1.24, 1.74]; 1
[1.26, 1.74]; 1
[1.28, 1.74]; 1
[1.3, 1.74]; 1
[1.32, 1.74]; 1
[1.34, 1.74]; 1
[1.36, 1.74]; 1
[1.38, 1.74]; 1
[1.4, 1.74]; 1
[1.42, 1.74]; 1
[1.44, 1.74]; 1
[1.46, 1.74]; 1
[1.48, 1.74]; 1
[1.5, 1.74]; 1
[1.52, 1.74]; 1
[1.54, 1.74]; 1
[1.56, 1.74]; 1
[1.58, 1.74]; 1
[1.6, 1.74]; 1
[1.62, 1.74]; 1
[1.64, 1.74]; 1
[1.66, 1.74]; 1
[1.68, 1.74]; 1
[1.7, 1.74]; 1
[1.72, 1.74]; 1
[1.74, 1.74]; 1
[1.76, 1.74]; 1
[1.78, 1.74]; 1
[1.8, 1.74]; 1
[1.82, 1.74]; 1
[1.84, 1.74]; 1
[1.86, 1.74]; 1
[1.88, 1.74]; 1
[1.9, 1.74]; 1
[1.92, 1.74]; 1
[1.94, 1.74]; 1
[1.96, 1.74]; 0
[1.98, 1.74]; 0
[2.0, 1.74]; 0
[0.0, 1.77]; 0
[0.02, 1.77]; 0
[0.04, 1.77]; 0
[0.06, 1.77]; 0
[0.08, 1.77]; 0
[0.1, 1.77]; 0
[0.12, 1.77]; 0
[0.14, 1.77]; 0
[0.16, 1.77]; 0
[0.18, 1.77]; 0
[0.2, 1.77]; 0
[0.22, 1.77]; 0
[0.24, 1.77]; 0
[0.26, 1.77]; 0
[0.28, 1.77]; 0
[0.3, 1.77]; 0
[0.32, 1.77]; 0
[0.34, 1.77]; 0
[0.36, 1.77]; 0
[0.38, 1.77]; 0
[0.4, 1.77]; 0
[0.42, 1.77]; 0
[0.44, 1.77]; 0
[0.46, 1.77]; 0
[0.48, 1.77]; 0
[0.5, 1.77]; 0
[0.52, 1.77]; 0
[0.54, 1.77]; 0
[0.56, 1.77]; 0
[0.58, 1.77]; 0
[0.6, 1.77]; 0
[0.62, 1.77]; 0
[0.64, 1.77]; 0
[0.66, 1.77]; 0
[0.68, 1.77]; 0
[0.7, 1.77]; 0
[0.72, 1.77]; 0
[0.74, 1.77]; 0
[0.76, 1.77]; 0
[0.78, 1.77]; 0
[0.8, 1.77]; 0
[0.82, 1.77]; 0
[0.84, 1.77]; 0
[0.86, 1.77]; 0
[0.88, 1.77]; 0
[0.9, 1.77]; 0
[0.92, 1.77]; 0
[0.94, 1.77]; 0
[0.96, 1.77]; 0
[0.98, 1.77]; 0
[1.0, 1.77]; 0
[1.02, 1.77]; 0
[1.04, 1.77]; 0
[1.06, 1.77]; 0
[1.08, 1.77]; 0
[1.1, 1.77]; 0
[1.12, 1.77]; 1
[1.14, 1.77]; 1
[1.16, 1.77]; 1
[1.18, 1.77]; 1
[1.2, 1.77]; 1
[1.22, 1.77]; 1
[1.24, 1.77]; 1
[1.26, 1.77]; 1
[1.28, 1.77]; 1
[1.3, 1.77]; 1
[1.32, 1.77]; 1
[1.34, 1.77]; 1
[1.36, 1.77]; 1
[1.38, 1.77]; 1
[1.4, 1.77]; 1
[1.42, 1.77]; 1
[1.44, 1.77]; 1
[1.46, 1.77]; 1
[1.48, 1.77]; 1
[1.5, 1.77]; 1
[1.52, 1.77]; 1
[1.54, 1.77]; 1
[1.56, 1.77]; 1
[1.58, 1.77]; 1
[1.6, 1.77]; 1
[1.62, 1.77]; 1
[1.64, 1.77]; 1
[1.66, 1.77]; 1
[1.68, 1.77]; 1
[1.7, 1.77]; 1
[1.72, 1.77]; 1
[1.74, 1.77]; 1
[1.76, 1.77]; 1
[1.78, 1.77]; 1
[1.8, 1.77]; 1
[1.82, 1.77]; 1
[1.84, 1.77]; 1
[1.86, 1.77]; 1
[1.88, 1.77]; 1
[1.9, 1.77]; 1
[1.92, 1.77]; 1
[1.94, 1.77]; 1
[1.96, 1.77]; 0
[1.98, 1.77]; 0
[2.0, 1.77]; 0
[0.0, 1.8]; 0
[0.02, 1.8]; 0
[0.04, 1.8]; 0
[0.06, 1.8]; 0
[0.08, 1.8]; 0
[0.1, 1.8]; 0
[0.12, 1.8]; 0
[0.14, 1.8]; 0
[0.16, 1.8]; 0
[0.18, 1.8]; 0
[0.2, 1.8]; 0
[0.22, 1.8]; 0
[0.24, 1.8]; 0
[0.26, 1.8]; 0
[0.28, 1.8]; 0
[0.3, 1.8]; 0
[0.32, 1.8]; 0
[0.34, 1.8]; 0
[0.36, 1.8]; 0
[0.38, 1.8]; 0
[0.4, 1.8]; 0
[0.42, 1.8]; 0
[0.44, 1.8]; 0
[0.46, 1.8]; 0
[0.48, 1.8]; 0
[0.5, 1.8]; 0
[0.52, 1.8]; 0
[0.54, 1.8]; 0
[0.56, 1.8]; 0
[0.58, 1.8]; 0
[0.6, 1.8]; 0
[0.62, 1.8]; 0
[0.64, 1.8]; 0
[0.66, 1.8]; 0
[0.68, 1.8]; 0
[0.7, 1.8]; 0
[0.72, 1.8]; 0
[0.74, 1.8]; 0
[0.76, 1.8]; 0
[0.78, 1.8]; 0
[0.8, 1.8]; 0
[0.82, 1.8]; 0
[0.84, 1.8]; 0
[0.86, 1.8]; 0
[0.88, 1.8]; 0
[0.9, 1.8]; 0
[0.92, 1.8]; 0
[0.94, 1.8]; 0
[0.96, 1.8]; 0
[0.98, 1.8]; 0
[1.0, 1.8]; 0
[1.02, 1.8]; 0
[1.04, 1.8]; 0
[1.06, 1.8]; 0
[1.08, 1.8]; 0
[1.1, 1.8]; 0
[1.12, 1.8]; 0
[1.14, 1.8]; 1
[1.16, 1.8]; 1
[1.18, 1.8]; 1
[1.2, 1.8]; 1
[1.22, 1.8]; 1
[1.24, 1.8]; 1
[1.26, 1.8]; 1
[1.28, 1.8]; 1
[1.3, 1.8]; 1
[1.32, 1.8]; 1
[1.34, 1.8]; 1
[1.36, 1.8]; 1
[1.38, 1.8]; 1
[1.4, 1.8]; 1
[1.42, 1.8]; 1
[1.44, 1.8]; 1
[1.46, 1.8]; 1
[1.48, 1.8]; 1
[1.5, 1.8]; 1
[1.52, 1.8]; 1
[1.54, 1.8]; 1
[1.56, 1.8]; 1
[1.58, 1.8]; 1
[1.6, 1.8]; 1
[1.62, 1.8]; 1
[1.64, 1.8]; 1
[1.66, 1.8]; 1
[1.68, 1.8]; 1
[1.7, 1.8]; 1
[1.72, 1.8]; 1
[1.74, 1.8]; 1
[1.76, 1.8]; 1
[1.78, 1.8]; 1
[1.8, 1.8]; 1
[1.82, 1.8]; 1
[1.84, 1.8]; 1
[1.86, 1.8]; 1
[1.88, 1.8]; 1
[1.9, 1.8]; 1
[1.92, 1.8]; 1
[1.94, 1.8]; 1
[1.96, 1.8]; 0
[1.98, 1.8]; 0
[2.0, 1.8]; 0
[0.0, 1.83]; 0
[0.02, 1.83]; 0
[0.04, 1.83]; 0
[0.06, 1.83]; 0
[0.08, 1.83]; 0
[0.1, 1.83]; 0
[0.12, 1.83]; 0
[0.14, 1.83]; 0
[0.16, 1.83]; 0
[0.18, 1.83]; 0
[0.2, 1.83]; 0
[0.22, 1.83]; 0
[0.24, 1.83]; 0
[0.26, 1.83]; 0
[0.28, 1.83]; 0
[0.3, 1.83]; 0
[0.32, 1.83]; 0
[0.34, 1.83]; 0
[0.36, 1.83]; 0
[0.38, 1.83]; 0
[0.4, 1.83]; 0
[0.42, 1.83]; 0
[0.44, 1.83]; 0
[0.46, 1.83]; 0
[0.48, 1.83]; 0
[0.5, 1.83]; 0
[0.52, 1.83]; 0
[0.54, 1.83]; 0
[0.56, 1.83]; 0
[0.58, 1.83]; 0
[0.6, 1.83]; 0
[0.62, 1.83]; 0
[0.64, 1.83]; 0
[0.66, 1.83]; 0
[0.68, 1.83]; 0
[0.7, 1.83]; 0
[0.72, 1.83]; 0
[0.74, 1.83]; 0
[0.76, 1.83]; 0
[0.78, 1.83]; 0
[0.8, 1.83]; 0
[0.82, 1.83]; 0
[0.84, 1.83]; 0
[0.86, 1.83]; 0
[0.88, 1.83]; 0
[0.9, 1.83]; 0
[0.92, 1.83]; 0
[0.94, 1.83]; 0
[0.96, 1.83]; 0
[0.98, 1.83]; 0
[1.0, 1.83]; 0
[1.02, 1.83]; 0
[1.04, 1.83]; 0
[1.06, 1.83]; 0
[1.08, 1.83]; 0
[1.1, 1.83]; 0
[1.12, 1.83]; 0
[1.14, 1.83]; 0
[1.16, 1.83]; 1
[1.18, 1.83]; 1
[1.2, 1.83]; 1
[1.22, 1.83]; 1
[1.24, 1.83]; 1
[1.26, 1.83]; 1
[1.28, 1.83]; 1
[1.3, 1.83]; 1
[1.32, 1.83]; 1
[1.34, 1.83]; 1
[1.36, 1.83]; 1
[1.38, 1.83]; 1
[1.4, 1.83]; 1
[1.42, 1.83]; 1
[1.44, 1.83]; 1
[1.46, 1.83]; 1
[1.48, 1.83]; 1
[1.5, 1.83]; 1
[1.52, 1.83]; 1
[1.54, 1.83]; 1
[1.56, 1.83]; 1
[1.58, 1.83]; 1
[1.6, 1.83]; 1
[1.62, 1.83]; 1
[1.64, 1.83]; 1
[1.66, 1.83]; 1
[1.68, 1.83]; 1
[1.7, 1.83]; 1
[1.72, 1.83]; 1
[1.74, 1.83]; 1
[1.76, 1.83]; 1
[1.78, 1.83]; 1
[1.8, 1.83]; 1
[1.82, 1.83]; 1
[1.84, 1.83]; 1
[1.86, 1.83]; 1
[1.88, 1.83]; 1
[1.9, 1.83]; 1
[1.92, 1.83]; 1
[1.94, 1.83]; 1
[1.96, 1.83]; 1
[1.98, 1.83]; 0
[2.0, 1.83]; 0
[0.0, 1.86]; 0
[0.02, 1.86]; 0
[0.04, 1.86]; 0
[0.06, 1.86]; 0
[0.08, 1.86]; 0
[0.1, 1.86]; 0
[0.12, 1.86]; 0
[0.14, 1.86]; 0
[0.16, 1.86]; 0
[0.18, 1.86]; 0
[0.2, 1.86]; 0
[0.22, 1.86]; 0
[0.24, 1.86]; 0
[0.26, 1.86]; 0
[0.28, 1.86]; 0
[0.3, 1.86]; 0
[0.32, 1.86]; 0
[0.34, 1.86]; 0
[0.36, 1.86]; 0
[0.38, 1.86]; 0
[0.4, 1.86]; 0
[0.42, 1.86]; 0
[0.44, 1.86]; 0
[0.46, 1.86]; 0
[0.48, 1.86]; 0
[0.5, 1.86]; 0
[0.52, 1.86]; 0
[0.54, 1.86]; 0
[0.56, 1.86]; 0
[0.58, 1.86]; 0
[0.6, 1.86]; 0
[0.62, 1.86]; 0
[0.64, 1.86]; 0
[0.66, 1.86]; 0
[0.68, 1.86]; 0
[0.7, 1.86]; 0
[0.72, 1.86]; 0
[0.74, 1.86]; 0
[0.76, 1.86]; 0
[0.78, 1.86]; 0
[0.8, 1.86]; 0
[0.82, 1.86]; 0
[0.84, 1.86]; 0
[0.86, 1.86]; 0
[0.88, 1.86]; 0
[0.9, 1.86]; 0
[0.92, 1.86]; 0
[0.94, 1.86]; 0
[0.96, 1.86]; 0
[0.98, 1.86]; 0
[1.0, 1.86]; 0
[1.02, 1.86]; 0
[1.04, 1.86]; 0
[1.06, 1.86]; 0
[1.08, 1.86]; 0
[1.1, 1.86]; 0
[1.12, 1.86]; 0
[1.14, 1.86]; 0
[1.16, 1.86]; 0
[1.18, 1.86]; 1
[1.2, 1.86]; 1
[1.22, 1.86]; 1
[1.24, 1.86]; 1
[1.26, 1.86]; 1
[1.28, 1.86]; 1
[1.3, 1.86]; 1
[1.32, 1.86]; 1
[1.34, 1.86]; 1
[1.36, 1.86]; 1
[1.38, 1.86]; 1
[1.4, 1.86]; 1
[1.42, 1.86]; 1
[1.44, 1.86]; 1
[1.46, 1.86]; 1
[1.48, 1.86]; 1
[1.5, 1.86]; 1
[1.52, 1.86]; 1
[1.54, 1.86]; 1
[1.56, 1.86]; 1
[1.58, 1.86]; 1
[1.6, 1.86]; 1
[1.62, 1.86]; 1
[1.64, 1.86]; 1
[1.66, 1.86]; 1
[1.68, 1.86]; 1
[1.7, 1.86]; 1
[1.72, 1.86]; 1
[1.74, 1.86]; 1
[1.76, 1.86]; 1
[1.78, 1.86]; 1
[1.8, 1.86]; 1
[1.82, 1.86]; 1
[1.84, 1.86]; 1
[1.86, 1.86]; 1
[1.88, 1.86]; 1
[1.9, 1.86]; 1
[1.92, 1.86]; 1
[1.94, 1.86]; 1
[1.96, 1.86]; 1
[1.98, 1.86]; 0
[2.0, 1.86]; 0
[0.0, 1.89]; 0
[0.02, 1.89]; 0
[0.04, 1.89]; 0
[0.06, 1.89]; 0
[0.08, 1.89]; 0
[0.1, 1.89]; 0
[0.12, 1.89]; 0
[0.14, 1.89]; 0
[0.16, 1.89]; 0
[0.18, 1.89]; 0
[0.2, 1.89]; 0
[0.22, 1.89]; 0
[0.24, 1.89]; 0
[0.26, 1.89]; 0
[0.28, 1.89]; 0
[0.3, 1.89]; 0
[0.32, 1.89]; 0
[0.34, 1.89]; 0
[0.36, 1.89]; 0
[0.38, 1.89]; 0
[0.4, 1.89]; 0
[0.42, 1.89]; 0
[0.44, 1.89]; 0
[0.46, 1.89]; 0
[0.48, 1.89]; 0
[0.5, 1.89]; 0
[0.52, 1.89]; 0
[0.54, 1.89]; 0
[0.56, 1.89]; 0
[0.58, 1.89]; 0
[0.6, 1.89]; 0
[0.62, 1.89]; 0
[0.64, 1.89]; 0
[0.66, 1.89]; 0
[0.68, 1.89]; 0
[0.7, 1.89]; 0
[0.72, 1.89]; 0
[0.74, 1.89]; 0
[0.76, 1.89]; 0
[0.78, 1.89]; 0
[0.8, 1.89]; 0
[0.82, 1.89]; 0
[0.84, 1.89]; 0
[0.86, 1.89]; 0
[0.88, 1.89]; 0
[0.9, 1.89]; 0
[0.92, 1.89]; 0
[0.94, 1.89]; 0
[0.96, 1.89]; 0
[0.98, 1.89]; 0
[1.0, 1.89]; 0
[1.02, 1.89]; 0
[1.04, 1.89]; 0
[1.06, 1.89]; 0
[1.08, 1.89]; 0
[1.1, 1.89]; 0
[1.12, 1.89]; 0
[1.14, 1.89]; 0
[1.16, 1.89]; 0
[1.18, 1.89]; 0
[1.2, 1.89]; 0
[1.22, 1.89]; 1
[1.24, 1.89]; 1
[1.26, 1.89]; 1
[1.28, 1.89]; 1
[1.3, 1.89]; 1
[1.32, 1.89]; 1
[1.34, 1.89]; 1
[1.36, 1.89]; 1
[1.38, 1.89]; 1
[1.4, 1.89]; 1
[1.42, 1.89]; 1
[1.44, 1.89]; 1
[1.46, 1.89]; 1
[1.48, 1.89]; 1
[1.5, 1.89]; 1
[1.52, 1.89]; 1
[1.54, 1.89]; 1
[1.56, 1.89]; 1
[1.58, 1.89]; 1
[1.6, 1.89]; 1
[1.62, 1.89]; 1
[1.64, 1.89]; 1
[1.66, 1.89]; 1
[1.68, 1.89]; 1
[1.7, 1.89]; 1
[1.72, 1.89]; 1
[1.74, 1.89]; 1
[1.76, 1.89]; 1
[1.78, 1.89]; 1
[1.8, 1.89]; 1
[1.82, 1.89]; 1
[1.84, 1.89]; 1
[1.86, 1.89]; 1
[1.88, 1.89]; 1
[1.9, 1.89]; 1
[1.92, 1.89]; 1
[1.94, 1.89]; 1
[1.96, 1.89]; 1
[1.98, 1.89]; 0
[2.0, 1.89]; 0
[0.0, 1.92]; 0
[0.02, 1.92]; 0
[0.04, 1.92]; 0
[0.06, 1.92]; 0
[0.08, 1.92]; 0
[0.1, 1.92]; 0
[0.12, 1.92]; 0
[0.14, 1.92]; 0
[0.16, 1.92]; 0
[0.18, 1.92]; 0
[0.2, 1.92]; 0
[0.22, 1.92]; 0
[0.24, 1.92]; 0
[0.26, 1.92]; 0
[0.28, 1.92]; 0
[0.3, 1.92]; 0
[0.32, 1.92]; 0
[0.34, 1.92]; 0
[0.36, 1.92]; 0
[0.38, 1.92]; 0
[0.4, 1.92]; 0
[0.42, 1.92]; 0
[0.44, 1.92]; 0
[0.46, 1.92]; 0
[0.48, 1.92]; 0
[0.5, 1.92]; 0
[0.52, 1.92]; 0
[0.54, 1.92]; 0
[0.56, 1.92]; 0
[0.58, 1.92]; 0
[0.6, 1.92]; 0
[0.62, 1.92]; 0
[0.64, 1.92]; 0
[0.66, 1.92]; 0
[0.68, 1.92]; 0
[0.7, 1.92]; 0
[0.72, 1.92]; 0
[0.74, 1.92]; 0
[0.76, 1.92]; 0
[0.78, 1.92]; 0
[0.8, 1.92]; 0
[0.82, 1.92]; 0
[0.84, 1.92]; 0
[0.86, 1.92]; 0
[0.88, 1.92]; 0
[0.9, 1.92]; 0
[0.92, 1.92]; 0
[0.94, 1.92]; 0
[0.96, 1.92]; 0
[0.98, 1.92]; 0
[1.0, 1.92]; 0
[1.02, 1.92]; 0
[1.04, 1.92]; 0
[1.06, 1.92]; 0
[1.08, 1.92]; 0
[1.1, 1.92]; 0
[1.12, 1.92]; 0
[1.14, 1.92]; 0
[1.16, 1.92]; 0
[1.18, 1.92]; 0
[1.2, 1.92]; 0
[1.22, 1.92]; 0
[1.24, 1.92]; 1
[1.26, 1.92]; 1
[1.28, 1.92]; 1
[1.3, 1.92]; 1
[1.32, 1.92]; 1
[1.34, 1.92]; 1
[1.36, 1.92]; 1
[1.38, 1.92]; 1
[1.4, 1.92]; 1
[1.42, 1.92]; 1
[1.44, 1.92]; 1
[1.46, 1.92]; 1
[1.48, 1.92]; 1
[1.5, 1.92]; 1
[1.52, 1.92]; 1
[1.54, 1.92]; 1
[1.56, 1.92]; 1
[1.58, 1.92]; 1
[1.6, 1.92]; 1
[1.62, 1.92]; 1
[1.64, 1.92]; 1
[1.66, 1.92]; 1
[1.68, 1.92]; 1
[1.7, 1.92]; 1
[1.72, 1.92]; 1
[1.74, 1.92]; 1
[1.76, 1.92]; 1
[1.78, 1.92]; 1
[1.8, 1.92]; 1
[1.82, 1.92]; 1
[1.84, 1.92]; 1
[1.86, 1.92]; 1
[1.88, 1.92]; 1
[1.9, 1.92]; 1
[1.92, 1.92]; 1
[1.94, 1.92]; 1
[1.96, 1.92]; 1
[1.98, 1.92]; 1
[2.0, 1.92]; 0
[0.0, 1.95]; 0
[0.02, 1.95]; 0
[0.04, 1.95]; 0
[0.06, 1.95]; 0
[0.08, 1.95]; 0
[0.1, 1.95]; 0
[0.12, 1.95]; 0
[0.14, 1.95]; 0
[0.16, 1.95]; 0
[0.18, 1.95]; 0
[0.2, 1.95]; 0
[0.22, 1.95]; 0
[0.24, 1.95]; 0
[0.26, 1.95]; 0
[0.28, 1.95]; 0
[0.3, 1.95]; 0
[0.32, 1.95]; 0
[0.34, 1.95]; 0
[0.36, 1.95]; 0
[0.38, 1.95]; 0
[0.4, 1.95]; 0
[0.42, 1.95]; 0
[0.44, 1.95]; 0
[0.46, 1.95]; 0
[0.48, 1.95]; 0
[0.5, 1.95]; 0
[0.52, 1.95]; 0
[0.54, 1.95]; 0
[0.56, 1.95]; 0
[0.58, 1.95]; 0
[0.6, 1.95]; 0
[0.62, 1.95]; 0
[0.64, 1.95]; 0
[0.66, 1.95]; 0
[0.68, 1.95]; 0
[0.7, 1.95]; 0
[0.72, 1.95]; 0
[0.74, 1.95]; 0
[0.76, 1.95]; 0
[0.78, 1.95]; 0
[0.8, 1.95]; 0
[0.82, 1.95]; 0
[0.84, 1.95]; 0
[0.86, 1.95]; 0
[0.88, 1.95]; 0
[0.9, 1.95]; 0
[0.92, 1.95]; 0
[0.94, 1.95]; 0
[0.96, 1.95]; 0
[0.98, 1.95]; 0
[1.0, 1.95]; 0
[1.02, 1.95]; 0
[1.04, 1.95]; 0
[1.06, 1.95]; 0
[1.08, 1.95]; 0
[1.1, 1.95]; 0
[1.12, 1.95]; 0
[1.14, 1.95]; 0
[1.16, 1.95]; 0
[1.18, 1.95]; 0
[1.2, 1.95]; 0
[1.22, 1.95]; 0
[1.24, 1.95]; 0
[1.26, 1.95]; 1
[1.28, 1.95]; 1
[1.3, 1.95]; 1
[1.32, 1.95]; 1
[1.34, 1.95]; 1
[1.36, 1.95]; 1
[1.38, 1.95]; 1
[1.4, 1.95]; 1
[1.42, 1.95]; 1
[1.44, 1.95]; 1
[1.46, 1.95]; 1
[1.48, 1.95]; 1
[1.5, 1.95]; 1
[1.52, 1.95]; 1
[1.54, 1.95]; 1
[1.56, 1.95]; 1
[1.58, 1.95]; 1
[1.6, 1.95]; 1
[1.62, 1.95]; 1
[1.64, 1.95]; 1
[1.66, 1.95]; 1
[1.68, 1.95]; 1
[1.7, 1.95]; 1
[1.72, 1.95]; 1
[1.74, 1.95]; 1
[1.76, 1.95]; 1
[1.78, 1.95]; 1
[1.8, 1.95]; 1
[1.82, 1.95]; 1
[1.84, 1.95]; 1
[1.86, 1.95]; 1
[1.88, 1.95]; 1
[1.9, 1.95]; 1
[1.92, 1.95]; 1
[1.94, 1.95]; 1
[1.96, 1.95]; 1
[1.98, 1.95]; 1
[2.0, 1.95]; 0
[0.0, 1.98]; 0
[0.02, 1.98]; 0
[0.04, 1.98]; 0
[0.06, 1.98]; 0
[0.08, 1.98]; 0
[0.1, 1.98]; 0
[0.12, 1.98]; 0
[0.14, 1.98]; 0
[0.16, 1.98]; 0
[0.18, 1.98]; 0
[0.2, 1.98]; 0
[0.22, 1.98]; 0
[0.24, 1.98]; 0
[0.26, 1.98]; 0
[0.28, 1.98]; 0
[0.3, 1.98]; 0
[0.32, 1.98]; 0
[0.34, 1.98]; 0
[0.36, 1.98]; 0
[0.38, 1.98]; 0
[0.4, 1.98]; 0
[0.42, 1.98]; 0
[0.44, 1.98]; 0
[0.46, 1.98]; 0
[0.48, 1.98]; 0
[0.5, 1.98]; 0
[0.52, 1.98]; 0
[0.54, 1.98]; 0
[0.56, 1.98]; 0
[0.58, 1.98]; 0
[0.6, 1.98]; 0
[0.62, 1.98]; 0
[0.64, 1.98]; 0
[0.66, 1.98]; 0
[0.68, 1.98]; 0
[0.7, 1.98]; 0
[0.72, 1.98]; 0
[0.74, 1.98]; 0
[0.76, 1.98]; 0
[0.78, 1.98]; 0
[0.8, 1.98]; 0
[0.82, 1.98]; 0
[0.84, 1.98]; 0
[0.86, 1.98]; 0
[0.88, 1.98]; 0
[0.9, 1.98]; 0
[0.92, 1.98]; 0
[0.94, 1.98]; 0
[0.96, 1.98]; 0
[0.98, 1.98]; 0
[1.0, 1.98]; 0
[1.02, 1.98]; 0
[1.04, 1.98]; 0
[1.06, 1.98]; 0
[1.08, 1.98]; 0
[1.1, 1.98]; 0
[1.12, 1.98]; 0
[1.14, 1.98]; 0
[1.16, 1.98]; 0
[1.18, 1.98]; 0
[1.2, 1.98]; 0
[1.22, 1.98]; 0
[1.24, 1.98]; 0
[1.26, 1.98]; 0
[1.28, 1.98]; 1
[1.3, 1.98]; 1
[1.32, 1.98]; 1
[1.34, 1.98]; 1
[1.36, 1.98]; 1
[1.38, 1.98]; 1
[1.4, 1.98]; 1
[1.42, 1.98]; 1
[1.44, 1.98]; 1
[1.46, 1.98]; 1
[1.48, 1.98]; 1
[1.5, 1.98]; 1
[1.52, 1.98]; 1
[1.54, 1.98]; 1
[1.56, 1.98]; 1
[1.58, 1.98]; 1
[1.6, 1.98]; 1
[1.62, 1.98]; 1
[1.64, 1.98]; 1
[1.66, 1.98]; 1
[1.68, 1.98]; 1
[1.7, 1.98]; 1
[1.72, 1.98]; 1
[1.74, 1.98]; 1
[1.76, 1.98]; 1
[1.78, 1.98]; 1
[1.8, 1.98]; 1
[1.82, 1.98]; 1
[1.84, 1.98]; 1
[1.86, 1.98]; 1
[1.88, 1.98]; 1
[1.9, 1.98]; 1
[1.92, 1.98]; 1
[1.94, 1.98]; 1
[1.96, 1.98]; 1
[1.98, 1.98]; 1
[2.0, 1.98]; 0
[0.0, 2.01]; 0
[0.02, 2.01]; 0
[0.04, 2.01]; 0
[0.06, 2.01]; 0
[0.08, 2.01]; 0
[0.1, 2.01]; 0
[0.12, 2.01]; 0
[0.14, 2.01]; 0
[0.16, 2.01]; 0
[0.18, 2.01]; 0
[0.2, 2.01]; 0
[0.22, 2.01]; 0
[0.24, 2.01]; 0
[0.26, 2.01]; 0
[0.28, 2.01]; 0
[0.3, 2.01]; 0
[0.32, 2.01]; 0
[0.34, 2.01]; 0
[0.36, 2.01]; 0
[0.38, 2.01]; 0
[0.4, 2.01]; 0
[0.42, 2.01]; 0
[0.44, 2.01]; 0
[0.46, 2.01]; 0
[0.48, 2.01]; 0
[0.5, 2.01]; 0
[0.52, 2.01]; 0
[0.54, 2.01]; 0
[0.56, 2.01]; 0
[0.58, 2.01]; 0
[0.6, 2.01]; 0
[0.62, 2.01]; 0
[0.64, 2.01]; 0
[0.66, 2.01]; 0
[0.68, 2.01]; 0
[0.7, 2.01]; 0
[0.72, 2.01]; 0
[0.74, 2.01]; 0
[0.76, 2.01]; 0
[0.78, 2.01]; 0
[0.8, 2.01]; 0
[0.82, 2.01]; 0
[0.84, 2.01]; 0
[0.86, 2.01]; 0
[0.88, 2.01]; 0
[0.9, 2.01]; 0
[0.92, 2.01]; 0
[0.94, 2.01]; 0
[0.96, 2.01]; 0
[0.98, 2.01]; 0
[1.0, 2.01]; 0
[1.02, 2.01]; 0
[1.04, 2.01]; 0
[1.06, 2.01]; 0
[1.08, 2.01]; 0
[1.1, 2.01]; 0
[1.12, 2.01]; 0
[1.14, 2.01]; 0
[1.16, 2.01]; 0
[1.18, 2.01]; 0
[1.2, 2.01]; 0
[1.22, 2.01]; 0
[1.24, 2.01]; 0
[1.26, 2.01]; 0
[1.28, 2.01]; 0
[1.3, 2.01]; 0
[1.32, 2.01]; 1
[1.34, 2.01]; 1
[1.36, 2.01]; 1
[1.38, 2.01]; 1
[1.4, 2.01]; 1
[1.42, 2.01]; 1
[1.44, 2.01]; 1
[1.46, 2.01]; 1
[1.48, 2.01]; 1
[1.5, 2.01]; 1
[1.52, 2.01]; 1
[1.54, 2.01]; 1
[1.56, 2.01]; 1
[1.58, 2.01]; 1
[1.6, 2.01]; 1
[1.62, 2.01]; 1
[1.64, 2.01]; 1
[1.66, 2.01]; 1
[1.68, 2.01]; 1
[1.7, 2.01]; 1
[1.72, 2.01]; 1
[1.74, 2.01]; 1
[1.76, 2.01]; 1
[1.78, 2.01]; 1
